index,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,User_Count,Rating
5634,Ultimate Fighting Championship: Throwdown,PS2,2002.0,Fighting,Ubisoft,0.16,0.12,0.0,0.04,0.32,8,8.0,T
5638,Disney's Extreme Skate Adventure,PS2,2003.0,Sports,Activision,0.16,0.12,0.0,0.04,0.32,8.3,12.0,E
5640,Prey,X360,2006.0,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32,7.3,117.0,M
5646,Folklore,PS3,2007.0,Role-Playing,Sony Computer Entertainment,0.2,0.04,0.05,0.03,0.32,8.2,145.0,T
5648,Murdered: Soul Suspect,PS4,2014.0,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,6.9,310.0,M
5655,All-Star Baseball 2005,PS2,,Sports,Unknown,0.16,0.12,0.0,0.04,0.32,8.6,21.0,E
5659,NFL Fever 2004,XB,2003.0,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,0.32,8.8,16.0,E
5669,Kingdom Under Fire: The Crusaders,XB,2004.0,Strategy,Deep Silver,0.24,0.07,0.0,0.01,0.32,7.9,31.0,M
5671,Clive Barker's Jericho,X360,2007.0,Shooter,Codemasters,0.28,0.01,0.0,0.02,0.32,7.4,70.0,M
5675,Romance of the Three Kingdoms VII,PS2,2000.0,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32,8.7,11.0,E
5679,"Monsters, Inc.",PS2,2002.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.32,7.2,10.0,E
5681,Lord of Arcana,PSP,2010.0,Role-Playing,Square Enix,0.07,0.04,0.17,0.03,0.32,5.5,21.0,M
5686,Dynasty Warriors 4 Empires,PS2,2004.0,Action,Tecmo Koei,0.0,0.0,0.32,0.0,0.32,8.8,19.0,T
5687,Shenmue II,XB,2002.0,Adventure,Microsoft Game Studios,0.22,0.08,0.0,0.01,0.32,9.3,96.0,T
5692,Rugby World Cup 2011,PS3,2011.0,Sports,505 Games,0.0,0.24,0.0,0.07,0.32,5.6,7.0,E
5694,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.06,0.19,0.0,0.06,0.32,5.6,34.0,E
5702,Etrian Odyssey III: The Drowned City,DS,2010.0,Role-Playing,Atlus,0.12,0.0,0.19,0.01,0.31,8,21.0,E10+
5707,Fishing Master,Wii,2007.0,Misc,Konami Digital Entertainment,0.29,0.0,0.0,0.02,0.31,8.1,9.0,E
5714,Birthday Party Bash,Wii,2009.0,Misc,Take-Two Interactive,0.29,0.0,0.0,0.02,0.31,3,4.0,E
5715,NBA Inside Drive 2003,XB,2002.0,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31,7.8,12.0,E
5717,Monster Lab,Wii,2008.0,Role-Playing,Eidos Interactive,0.27,0.02,0.0,0.02,0.31,8.4,14.0,E10+
5718,Fate/Extra,PSP,2010.0,Role-Playing,Marvelous Interactive,0.18,0.01,0.1,0.03,0.31,8.1,39.0,T
5719,Drakengard 3,PS3,2013.0,Role-Playing,Square Enix,0.1,0.0,0.19,0.02,0.31,7.7,237.0,M
5721,J Stars Victory Vs.,PS3,2014.0,Fighting,Namco Bandai Games,0.05,0.05,0.2,0.02,0.31,7.9,11.0,
5728,Bust-A-Move Universe,3DS,2011.0,Puzzle,Square Enix,0.08,0.15,0.06,0.03,0.31,4.8,13.0,E
5732,Shin Megami Tensei: Devil Survivor 2,DS,2011.0,Role-Playing,Ghostlight,0.16,0.01,0.12,0.01,0.31,8.8,45.0,T
5735,Sonic Boom: Rise of Lyric,WiiU,2014.0,Action,Sega,0.19,0.09,0.0,0.03,0.31,3.6,587.0,E10+
5737,The Settlers 7: Paths to a Kingdom,PC,2010.0,Strategy,Ubisoft,0.0,0.27,0.0,0.05,0.31,5.2,213.0,E10+
5738,WipEout Pulse,PSP,2007.0,Racing,Sony Computer Entertainment,0.13,0.12,0.0,0.06,0.31,8.6,31.0,E10+
5744,Fuel,X360,2009.0,Racing,Codemasters,0.09,0.18,0.0,0.04,0.31,7,45.0,E
5746,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.06,0.16,0.06,0.04,0.31,7.1,110.0,T
5747,KISS Pinball,PS,2001.0,Action,Take-Two Interactive,0.17,0.12,0.0,0.02,0.31,3.8,8.0,T
5749,LEGO Legends of Chima: Laval's Journey,3DS,2013.0,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31,3.6,7.0,E10+
5764,Happy Feet,DS,2006.0,Action,Midway Games,0.27,0.01,0.0,0.02,0.31,0.3,9.0,E
5766,Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,8.3,44.0,E10+
5769,Star Wars Jedi Knight II: Jedi Outcast,XB,,Shooter,Activision,0.23,0.07,0.0,0.01,0.31,6.8,15.0,T
5770,Clash of the Titans,PS3,2010.0,Action,Namco Bandai Games,0.09,0.15,0.01,0.05,0.31,1.7,17.0,T
5771,Mega Man Battle Network 2,GBA,2002.0,Action,Ubisoft,0.22,0.08,0.0,0.01,0.31,9,21.0,E
5773,Pandora's Tower,Wii,2011.0,Role-Playing,Nintendo,0.11,0.1,0.08,0.02,0.31,8,99.0,T
5782,Jonah Lomu Rugby Challenge,X360,2011.0,Sports,Home Entertainment Suppliers,0.09,0.19,0.0,0.03,0.31,6,8.0,E
5784,Midway Arcade Treasures 2,XB,2004.0,Misc,Midway Games,0.24,0.05,0.0,0.01,0.31,7.4,7.0,M
5790,Mega Man Zero Collection,DS,2010.0,Platform,Capcom,0.17,0.01,0.11,0.02,0.31,8.9,39.0,E
5794,Star Wars Racer Revenge,PS2,2002.0,Racing,LucasArts,0.15,0.12,0.0,0.04,0.31,8.5,11.0,E
5796,NCAA Final Four 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,6.5,8.0,E
5798,Cabela's Outdoor Adventures (2009),Wii,2009.0,Sports,Activision Value,0.28,0.0,0.0,0.02,0.31,7.8,4.0,T
5805,Blade II,PS2,2002.0,Action,Activision,0.15,0.12,0.0,0.04,0.31,6.1,14.0,M
5811,Bruce Lee: Quest of the Dragon,XB,2002.0,Fighting,Universal Interactive,0.23,0.07,0.0,0.01,0.31,2.4,10.0,T
5814,Disney's The Emperor's New Groove,PS,2000.0,Platform,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31,7.2,6.0,E
5815,Dragon Ball Z: Battle of Z,PS3,2014.0,Fighting,Namco Bandai Games,0.1,0.1,0.06,0.04,0.31,5.3,103.0,T
5817,Disney's Stitch: Experiment 626,PS2,2002.0,Action,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.31,7.8,4.0,E
5820,Orphen: Scion of Sorcery,PS2,2000.0,Role-Playing,Activision,0.15,0.12,0.0,0.04,0.31,5.8,8.0,T
5824,Midtown Madness 3,XB,2003.0,Racing,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.3,8.3,30.0,E
5825,Shrek Swamp Kart Speedway,GBA,2002.0,Racing,TDK Mediactive,0.22,0.08,0.0,0.01,0.3,8.9,19.0,E
5827,Contra 4,DS,2007.0,Shooter,Konami Digital Entertainment,0.28,0.0,0.01,0.02,0.3,8.4,45.0,T
5831,Spyro: Attack of the Rhynocs,GBA,2003.0,Platform,Universal Interactive,0.22,0.08,0.0,0.01,0.3,7.5,15.0,E
5832,Monsters vs. Aliens,PS3,2009.0,Action,Activision,0.21,0.05,0.0,0.04,0.3,4.5,4.0,E10+
5834,NASCAR 2011: The Game,X360,2011.0,Racing,Activision,0.29,0.0,0.0,0.02,0.3,4.1,14.0,E
5835,BlazBlue: Chrono Phantasma,PS3,2013.0,Fighting,Arc System Works,0.14,0.0,0.14,0.03,0.3,8.3,64.0,T
5840,Mario Party: Star Rush,3DS,2016.0,Misc,Nintendo,0.08,0.13,0.08,0.02,0.3,6.8,16.0,E
5844,Chaos Legion,PS2,2003.0,Action,Capcom,0.15,0.12,0.0,0.04,0.3,8.2,58.0,T
5847,Neopets: The Darkest Faerie,PS2,2005.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,8.5,30.0,E10+
5854,Batman: Arkham VR,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.25,0.0,0.0,0.06,0.3,7.3,89.0,M
5856,24: The Game,PS2,2006.0,Adventure,Sony Computer Entertainment,0.15,0.12,0.0,0.04,0.3,8.2,40.0,M
5865,Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.14,0.07,0.07,0.02,0.3,5.5,26.0,T
5866,Magna Carta 2,X360,2009.0,Role-Playing,Banpresto,0.13,0.07,0.07,0.02,0.3,7,57.0,T
5869,Romance of the Three Kingdoms VIII,PS2,2002.0,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,8.9,17.0,E
5877,Crazy Taxi: Catch a Ride,GBA,2003.0,Racing,THQ,0.21,0.08,0.0,0.01,0.3,5.9,8.0,E
5879,Final Fantasy XI: Wings of the Goddess,X360,2007.0,Role-Playing,Square Enix,0.26,0.0,0.02,0.02,0.3,5.8,5.0,T
5880,PowerUp Heroes,X360,2011.0,Fighting,Ubisoft,0.18,0.09,0.0,0.03,0.3,7.5,10.0,E10+
5883,Rayman 2: Revolution,PS2,2000.0,Platform,Ubisoft,0.15,0.11,0.0,0.04,0.3,8.2,42.0,E
5886,One Piece Unlimited Cruise SP,3DS,2011.0,Action,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,7.3,14.0,
5888,Army Men: Air Attack 2,PS,2000.0,Action,3DO,0.17,0.11,0.0,0.02,0.3,5.3,4.0,T
5891,Pride FC: Fighting Championships,PS2,2003.0,Fighting,THQ,0.15,0.11,0.0,0.04,0.3,8.6,7.0,M
5892,Eternal Ring,PS2,2000.0,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3,5.3,9.0,T
5895,Resident Evil Archives: Resident Evil,Wii,2008.0,Action,Capcom,0.16,0.04,0.08,0.02,0.3,8.9,41.0,M
5901,Dance Dance Revolution Universe 3,X360,2008.0,Simulation,Konami Digital Entertainment,0.28,0.0,0.0,0.02,0.3,7.7,7.0,E
5902,Showdown: Legends of Wrestling,PS2,2004.0,Fighting,Acclaim Entertainment,0.15,0.11,0.0,0.04,0.3,6.1,7.0,T
5903,Sword Art Online: Hollow Fragment,PSV,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,7.6,131.0,T
5918,Fist of the North Star: Ken's Rage 2,PS3,2012.0,Fighting,Tecmo Koei,0.0,0.0,0.3,0.0,0.3,7,19.0,M
5920,MLB SlugFest Loaded,PS2,2004.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.3,9.5,4.0,T
5924,Capcom Classics Collection Remixed,PSP,2006.0,Misc,Capcom,0.27,0.0,0.0,0.02,0.3,7,5.0,T
5925,1701 A.D.,PC,2006.0,Simulation,Deep Silver,0.0,0.25,0.0,0.04,0.3,8.3,38.0,E10+
5927,Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,0.14,0.12,0.0,0.04,0.3,5.5,53.0,E10+
5929,AMF Bowling 2004,XB,2003.0,Sports,Mud Duck Productions,0.22,0.06,0.0,0.01,0.3,4.4,8.0,
5933,Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.19,0.0,0.09,0.01,0.29,9,81.0,E10+
5934,Sorcery,PS3,2012.0,Action,Sony Computer Entertainment,0.14,0.11,0.0,0.05,0.29,7.3,57.0,E10+
5938,Grandia II,PS2,2002.0,Role-Playing,Ubisoft,0.14,0.11,0.0,0.04,0.29,8.6,31.0,T
5939,Shaun White Snowboarding: World Stage,Wii,2009.0,Sports,Ubisoft,0.24,0.03,0.0,0.02,0.29,8.7,30.0,E
5941,Guitar Hero: Van Halen,X360,2009.0,Misc,Activision,0.16,0.1,0.0,0.03,0.29,5.8,17.0,T
5943,Batman: The Brave and the Bold the Videogame,DS,2010.0,Action,Warner Bros. Interactive Entertainment,0.23,0.04,0.0,0.02,0.29,8,8.0,E10+
5950,Outlaw Golf,XB,2002.0,Sports,TDK Mediactive,0.22,0.06,0.0,0.01,0.29,6.9,9.0,T
5952,MySims SkyHeroes,Wii,2010.0,Action,Electronic Arts,0.16,0.1,0.0,0.03,0.29,5.2,5.0,E10+
5961,WinBack: Covert Operations,PS2,2000.0,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29,7.7,20.0,T
5963,Syphon Filter: Dark Mirror,PSP,2006.0,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,9,118.0,M
5965,Invizimals: Shadow Zone,PSP,2010.0,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.08,0.29,9,4.0,E10+
5966,Glory of Heracles,DS,2008.0,Role-Playing,Nintendo,0.19,0.0,0.08,0.01,0.29,7.3,18.0,E10+
5969,Modnation Racers: Road Trip,PSV,2012.0,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29,6.4,69.0,E
5971,ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.16,0.0,0.03,0.29,7.6,5.0,E
5977,Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,6,30.0,T
5978,Ultimate Marvel vs. Capcom 3,PSV,2011.0,Fighting,Capcom,0.17,0.08,0.0,0.04,0.29,7.7,93.0,T
5979,Little King's Story,Wii,2009.0,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,8.8,86.0,T
5987,Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.29,5.4,7.0,E
5990,UEFA Euro 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.22,0.04,0.04,0.29,6.6,8.0,E
5994,Mega Man X8,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,8.5,63.0,E
5995,The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29,8.2,73.0,M
5996,Ford Mustang: The Legend Lives,PS2,2005.0,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,7.3,8.0,E
5999,FlatOut: Head On,PSP,2008.0,Racing,Empire Interactive,0.13,0.1,0.0,0.06,0.29,8.2,21.0,T
6010,Duel Masters: Sempai Legends,GBA,2003.0,Misc,Atari,0.21,0.08,0.0,0.01,0.29,8,5.0,E
6013,Harvest Moon: Magical Melody,Wii,2008.0,Simulation,Rising Star Games,0.23,0.03,0.0,0.02,0.29,8.8,17.0,E
6015,Heroes of the Pacific,PS2,2005.0,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,8.4,15.0,T
6016,Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,0.02,0.29,7.7,21.0,T
6018,Trace Memory,DS,2005.0,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,8.1,42.0,T
6020,Nicktoons: Battle for Volcano Island,GC,,Action,Unknown,0.22,0.06,0.0,0.01,0.29,7,4.0,E
6026,Trauma Center: New Blood,Wii,2007.0,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,8,20.0,T
6027,Starhawk,PS3,2012.0,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,7.8,188.0,T
6028,Pirates of the Caribbean,XB,2003.0,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29,7.4,27.0,T
6030,Ace Combat: Joint Assault,PSP,2010.0,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,7.2,12.0,T
6033,The BIGS 2,Wii,2009.0,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,8.5,6.0,E10+
6035,Turning Point: Fall of Liberty,X360,2008.0,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29,6.8,87.0,T
6038,Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.17,0.09,0.0,0.03,0.29,6.3,160.0,E
6039,Shrek Super Party,PS2,2002.0,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,5.1,17.0,E
6040,MLB Power Pros,Wii,2007.0,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,8.4,45.0,E
6043,"Sakura Wars: So Long, My Love",PS2,2005.0,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,7.3,26.0,T
6044,Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,8.1,31.0,T
6045,Call of Juarez: The Cartel,PS3,2011.0,Shooter,Ubisoft,0.12,0.12,0.0,0.05,0.29,5.5,74.0,M
6050,SimCity 4,PC,2003.0,Simulation,Electronic Arts,0.01,0.24,0.0,0.03,0.29,8.7,268.0,E
6057,Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,8.1,173.0,T
6061,Rayman 3: Hoodlum Havoc,PS2,2003.0,Platform,Ubisoft,0.14,0.11,0.0,0.04,0.29,8.6,38.0,E
6063,Warriors Orochi 2,PSP,2008.0,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29,7.5,4.0,T
6064,Feel the Magic XY/XX,DS,2004.0,Puzzle,Sega,0.17,0.0,0.1,0.02,0.29,8.1,18.0,T
6065,Psi-Ops: The Mindgate Conspiracy,PS2,2004.0,Shooter,Midway Games,0.14,0.11,0.0,0.04,0.29,8.9,27.0,M
6073,Dead Rising: Chop Till You Drop,Wii,2009.0,Action,Capcom,0.15,0.07,0.05,0.02,0.29,6.5,35.0,M
6076,NASCAR 08,X360,2007.0,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29,5.2,30.0,E
6078,World of Tanks,PC,2011.0,Shooter,Wargaming.net,0.0,0.23,0.0,0.05,0.29,3.7,1466.0,T
6079,Links 2004,XB,2003.0,Sports,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.29,9,9.0,E
6081,Majin and the Forsaken Kingdom,PS3,2010.0,Adventure,Namco Bandai Games,0.09,0.13,0.01,0.05,0.29,7.9,35.0,T
6083,Earthworm Jim,GBA,2001.0,Platform,Interplay,0.2,0.08,0.0,0.01,0.29,5.7,6.0,E
6084,Tales of Phantasia,GBA,2003.0,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29,8.1,24.0,E10+
6087,Monster 4x4: Masters of Metal,PS2,2003.0,Racing,Ubisoft,0.14,0.11,0.0,0.04,0.28,8.3,13.0,E
6093,Dragon Ball GT: Transformation,GBA,2005.0,Action,Atari,0.2,0.08,0.0,0.01,0.28,8.2,26.0,E10+
6100,Shadow Hearts,PS2,2001.0,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,8.8,55.0,M
6102,Haven: Call of the King,PS2,,Platform,Midway Games,0.14,0.11,0.0,0.04,0.28,6.9,15.0,T
6103,Street Hoops,XB,2002.0,Sports,Activision,0.21,0.06,0.0,0.01,0.28,8,4.0,T
6106,R: Racing Evolution,PS2,2003.0,Racing,Namco Bandai Games,0.14,0.11,0.0,0.04,0.28,6.2,5.0,T
6110,ATV Quad Power Racing 2,GC,2003.0,Racing,Acclaim Entertainment,0.22,0.06,0.0,0.01,0.28,9,4.0,E
6112,Hatsune Miku: Project Diva f,PS3,2013.0,Misc,Sega,0.08,0.0,0.19,0.02,0.28,8.4,108.0,T
6118,Final Fantasy VI Advance,GBA,2006.0,Role-Playing,Nintendo,0.0,0.0,0.28,0.01,0.28,8.4,190.0,E10+
6124,DeathSmiles,X360,2009.0,Shooter,Rising Star Games,0.15,0.06,0.05,0.02,0.28,8.4,47.0,T
6126,Fable: The Journey,X360,2012.0,Role-Playing,Microsoft Game Studios,0.18,0.08,0.0,0.02,0.28,4.8,80.0,T
6130,Bladestorm: The Hundred Years' War,PS3,2007.0,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.28,7.9,28.0,T
6132,Chromehounds,X360,2006.0,Simulation,Sega,0.24,0.0,0.01,0.02,0.28,7,72.0,T
6134,Unreal Championship 2: The Liandri Conflict,XB,,Shooter,Midway Games,0.22,0.05,0.0,0.01,0.28,8.2,21.0,M
6135,Kung Fu Chaos,XB,2003.0,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.28,8.5,27.0,T
6137,Reel Fishing: Angler's Dream,Wii,2009.0,Sports,Zushi Games,0.25,0.01,0.0,0.02,0.28,7.5,4.0,E
6143,Jackass the Game,PS2,2007.0,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.28,6.6,14.0,M
6153,Surf's Up,DS,2007.0,Sports,Ubisoft,0.26,0.0,0.0,0.02,0.28,7,4.0,E
6154,Assassin's Creed II: Discovery,DS,2009.0,Action,Ubisoft,0.15,0.11,0.0,0.03,0.28,7.3,22.0,T
6157,Mission: Impossible - Operation Surma,PS2,2003.0,Platform,Atari,0.14,0.11,0.0,0.04,0.28,7.8,10.0,T
6162,Driver: Parallel Lines,PS2,2006.0,Racing,Atari,0.12,0.1,0.03,0.03,0.28,6.9,74.0,M
6166,Mega Man ZX,DS,2006.0,Platform,Capcom,0.16,0.0,0.1,0.02,0.28,8.3,32.0,E
6167,Backyard Wrestling 2: There Goes the Neighborhood,PS2,2004.0,Fighting,Eidos Interactive,0.14,0.11,0.0,0.04,0.28,4.7,10.0,M
6170,Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,8.6,18.0,T
6171,Dead to Rights: Retribution,PS3,2010.0,Shooter,Namco Bandai Games,0.1,0.12,0.02,0.05,0.28,5.9,27.0,M
6172,Wild ARMs 5,PS2,2006.0,Role-Playing,505 Games,0.14,0.11,0.0,0.04,0.28,7.5,22.0,T
6174,NFL Blitz 20-02,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,8.9,15.0,E
6176,El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.11,0.06,0.08,0.03,0.28,7.5,40.0,T
6186,Kenka Bancho: Badass Rumble,PSP,2008.0,Action,Spike,0.06,0.0,0.2,0.01,0.28,7.5,6.0,T
6191,Silent Hill 2: Restless Dreams,XB,2001.0,Action,Konami Digital Entertainment,0.21,0.06,0.0,0.01,0.28,8.3,39.0,M
6193,NES Remix,WiiU,2014.0,Action,Nintendo,0.17,0.0,0.08,0.02,0.28,7.1,133.0,E
6196,Bass Strike,PS2,2001.0,Sports,THQ,0.14,0.11,0.0,0.04,0.28,5.8,4.0,E
6197,NHL Hitz 20-03,PS2,2002.0,Sports,Midway Games,0.14,0.11,0.0,0.04,0.28,8.4,11.0,E
6202,Medieval Moves: Deadmund's Quest,PS3,2011.0,Action,Sony Computer Entertainment,0.13,0.11,0.0,0.04,0.28,6.5,17.0,E10+
6206,Mister Mosquito,PS2,2001.0,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,4.9,11.0,T
6216,Virtua Fighter 5 Online,X360,2007.0,Fighting,Sega,0.2,0.02,0.03,0.02,0.28,7.6,62.0,T
6221,Deer Hunter,PS2,2003.0,Sports,Atari,0.14,0.11,0.0,0.04,0.28,8.5,17.0,T
6230,True Crime: New York City,XB,2005.0,Action,Activision,0.21,0.06,0.0,0.01,0.28,7.8,17.0,M
6231,Summer Heat Beach Volleyball,PS2,2003.0,Sports,Acclaim Entertainment,0.14,0.11,0.0,0.04,0.28,7.7,19.0,T
6235,Castlevania: Aria of Sorrow,GBA,2003.0,Platform,Konami Digital Entertainment,0.2,0.07,0.0,0.0,0.28,9.1,127.0,T
6236,Myst III: Exile,PS2,2002.0,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28,7,4.0,E
6237,Shin Megami Tensei: Strange Journey,DS,2009.0,Role-Playing,Atlus,0.13,0.0,0.14,0.01,0.28,8.7,69.0,M
6240,Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28,6.7,100.0,M
6245,Patapon 3,PSP,2011.0,Misc,Sony Computer Entertainment,0.05,0.03,0.17,0.02,0.27,7.2,35.0,E
6246,Ice Age: Dawn of the Dinosaurs,Wii,2009.0,Action,Activision,0.11,0.14,0.0,0.03,0.27,8.3,6.0,E10+
6252,Tao Feng: Fist of the Lotus,XB,2003.0,Fighting,Microsoft Game Studios,0.21,0.06,0.0,0.01,0.27,6.5,8.0,M
6262,Siren: Blood Curse,PS3,2008.0,Action,Sony Computer Entertainment,0.0,0.17,0.09,0.01,0.27,8.1,87.0,M
6270,Evil Dead: Hail to the King,PS,2000.0,Adventure,THQ,0.15,0.1,0.0,0.02,0.27,6,7.0,M
6275,Dave Mirra Freestyle BMX: Maximum Remix,PS,2001.0,Sports,Acclaim Entertainment,0.15,0.1,0.0,0.02,0.27,8.1,7.0,E
6278,Rock Revolution,X360,2008.0,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,5.1,17.0,T
6280,WWII Aces,Wii,2008.0,Simulation,Destineer,0.25,0.0,0.0,0.02,0.27,5.4,18.0,T
6283,Athens 2004,PS2,2004.0,Sports,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.27,7.2,13.0,E
6287,Pro Race Driver,PS2,2002.0,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27,8.5,20.0,T
6290,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003.0,Role-Playing,Nintendo,0.21,0.05,0.0,0.01,0.27,9,59.0,T
6294,Disgaea 3: Absence of Detention,PSV,,Role-Playing,Nippon Ichi Software,0.11,0.05,0.07,0.03,0.27,7.6,116.0,T
6295,Rocky: Legends,PS2,2004.0,Action,Ubisoft,0.13,0.1,0.0,0.03,0.27,8.6,12.0,T
6304,RalliSport Challenge 2,XB,2004.0,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27,9.1,33.0,E
6305,Pac-Pix,DS,2005.0,Puzzle,Namco Bandai Games,0.16,0.0,0.1,0.01,0.27,7.1,7.0,E
6308,Sing Party,WiiU,2012.0,Misc,Nintendo,0.13,0.12,0.0,0.02,0.27,5.4,18.0,E10+
6315,RollerCoaster Tycoon 3,PC,2004.0,Strategy,Atari,0.01,0.22,0.0,0.04,0.27,5,346.0,E
6317,WWE Road to WrestleMania X8,GBA,2002.0,Fighting,THQ,0.19,0.07,0.0,0.0,0.27,7.5,6.0,E
6320,Fullmetal Alchemist 2: Curse of the Crimson Elixir,PS2,2004.0,Role-Playing,Square Enix,0.13,0.1,0.0,0.03,0.27,8.4,20.0,T
6322,BloodRayne 2,PS2,2004.0,Shooter,THQ,0.13,0.1,0.0,0.03,0.27,8.5,21.0,M
6324,The Club,X360,2008.0,Shooter,Sega,0.15,0.1,0.0,0.02,0.27,6.8,43.0,M
6334,Shadow of Rome,PS2,2005.0,Action,Capcom,0.13,0.1,0.0,0.03,0.27,8.3,62.0,M
6340,Transformers: Cybertron Adventures,Wii,2010.0,Action,Activision,0.14,0.1,0.0,0.02,0.27,6.5,8.0,T
6344,NHL 2K11,Wii,2010.0,Sports,Take-Two Interactive,0.23,0.02,0.0,0.02,0.27,5.8,4.0,E10+
6347,Rapala Pro Bass Fishing 2010,PS3,2010.0,Sports,Activision,0.18,0.05,0.0,0.03,0.27,8.5,4.0,E
6349,MotoGP,PS2,2000.0,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,6,5.0,E
6353,Shadows of the Damned,PS3,2011.0,Action,Electronic Arts,0.11,0.09,0.04,0.03,0.27,8.1,124.0,M
6372,Reign of Fire,PS2,2002.0,Shooter,BAM! Entertainment,0.13,0.1,0.0,0.03,0.27,7,4.0,M
